Artist,Album,Disc,Track,Title
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 1,1,2,Concentration Enhancing Menu Initialiser
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 1,1,3,9999999
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 1,1,4,The Courtesy Call
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 1,1,5,Technical Difficulties
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 1,1,6,Overgrowth
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 1,1,7,Ghost of Rattman
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 1,1,8,Haunted Panels
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 1,1,9,The Future Starts With You
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 1,1,10,There She Is
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 1,1,11,You Know Her?
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 1,1,12,The Friendly Faith Plate
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 1,1,13,15 Acres of Broken Glass
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 1,1,14,Love as a Construct
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 1,1,15,I Saw a Deer Today
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 1,1,16,Hard Sunshine
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 1,1,17,I'm Different
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 1,1,18,Adrenal Vapor
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 1,1,19,Turret Wife Serenade
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 1,1,20,I Made It All Up
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 1,1,21,Comedy = Tragedy + Time
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 1,1,22,Triple Laser Phase
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 2,1,1,You Will Be Perfect
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 2,1,2,Halls Of Science 4
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 2,1,3,(defun botsbuildbots () (botsbuildbots))
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 2,1,4,An Accent Beyond
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 2,1,5,Robot Ghost Story
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 2,1,6,Die Cut Laser Dance
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 2,1,7,Turret Redemption Line
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 2,1,8,Bring Your Daughter To Work Day
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 2,1,9,Almost At Fifty Percent
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 2,1,10,Dont Do It
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 2,1,11,I AM NOT A MORON!
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 2,1,12,Vitrification Order
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 2,1,13,Music of the Spheres
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 2,1,14,You are Not Part of the Control Group
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 2,1,15,Forwarding the Cause of Science
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 2,1,16,PotatOS Lament
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 2,1,17,The Reunion
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 2,1,18,Music of the Spheres 2 (Incendiary Lemons)
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 3,1,1,Reconstructing More Science
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 3,1,2,Wheatley Science
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 3,1,3,FrankenTurrets
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 3,1,4,Machiavellian Bach
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 3,1,5,Excursion Funnel
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 3,1,6,TEST
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 3,1,7,The Part Where He Kills You
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 3,1,8,"Omg, What has He Done?"
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 3,1,9,Bombs for Throwing at You
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 3,1,10,Your Precious Moon
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 3,1,11,Caroline Deleted
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 3,1,12,Cara Mia Addio
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 3,1,13,Want You Gone
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 3,1,14,Spaaaaace
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 3,1,15,Space Phase
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 3,1,16,Some Assembly Required
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 3,1,17,Robot Waiting Room #1
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 3,1,18,Robot Waiting Room #2
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 3,1,19,Robot Waiting Room #3
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 3,1,20,Robot Waiting Room #4
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 3,1,21,Robot Waiting Room #5
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 3,1,22,Robot Waiting Room #6
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 3,1,23,You Saved Science
Aperture Science Psychoacoustics Laboratory,Portal 2: Songs to Test By - Volume 3,1,24,Robots FTW
Austin Wintory,Transfiguration,1,1,Nascence
Austin Wintory,Transfiguration,1,2,Threshold
Austin Wintory,Transfiguration,1,3,The Road of Trials
Austin Wintory,Transfiguration,1,4,Final Confluence
Austin Wintory,Transfiguration,1,5,Apotheosis
Austin Wintory,Transfiguration,1,6,I Was Born For This
Bioware,Mass Effect 2,2,1,Grunt
Bioware,Mass Effect 2,1,1,The Illusive Man
Bioware,Mass Effect 2,2,2,Horizon
Bioware,Mass Effect 2,1,2,Humans Are Disappearing
Bioware,Mass Effect 2,2,3,Tali
Bioware,Mass Effect 2,1,3,The Attack
Bioware,Mass Effect 2,2,4,Mordin
Bioware,Mass Effect 2,1,4,The Lazarus Project
Bioware,Mass Effect 2,1,5,A Rude Awakening
Bioware,Mass Effect 2,2,5,The Normandy Attacked
Bioware,Mass Effect 2,2,6,Jack
Bioware,Mass Effect 2,1,6,The Normandy Reborn
Bioware,Mass Effect 2,2,7,Legion
Bioware,Mass Effect 2,1,7,Miranda
Bioware,Mass Effect 2,1,8,Jacob
Bioware,Mass Effect 2,2,8,Jump Drive
Bioware,Mass Effect 2,2,9,Crash Landing
Bioware,Mass Effect 2,1,9,Freedom's Progress
Bioware,Mass Effect 2,1,10,Thane
Bioware,Mass Effect 2,2,10,The Collector Base
Bioware,Mass Effect 2,1,11,Garrus
Bioware,Mass Effect 2,2,11,The End Run
Bioware,Mass Effect 2,1,12,An Unknown Enemy
Bioware,Mass Effect 2,2,12,Suicide Mission
Bioware,Mass Effect 2,2,13,New Worlds
Bioware,Mass Effect 2,1,13,Samara
Bioware,Mass Effect 2,2,14,Reflections
Bioware,Mass Effect 3,1,1,The Fate of the Galaxy
Bioware,Mass Effect 3,1,2,Leaving Earth
Bioware,Mass Effect 3,1,3,Mars
Bioware,Mass Effect 3,1,4,A Cerberus Agent
Bioware,Mass Effect 3,1,5,The View of Palaven
Bioware,Mass Effect 3,1,6,A Future for the Krogan
Bioware,Mass Effect 3,1,7,Surkesh
Bioware,Mass Effect 3,1,8,The Ardat Yakshi
Bioware,Mass Effect 3,1,9,Rannoch
Bioware,Mass Effect 3,1,10,I'm Sorry
Bioware,Mass Effect 3,1,11,The Cerberus Plot
Bioware,Mass Effect 3,1,12,The Scientists
Bioware,Mass Effect 3,1,13,Aralakh Company
Bioware,Mass Effect 3,1,14,Prothean Beacon
Bioware,Mass Effect 3,1,15,Defeat
Bioware,Mass Effect 3,1,16,Reaper Chase
Bioware,Mass Effect 3,1,17,"Stand Strong, Stand Together"
Bioware,Mass Effect 3,1,18,I Was Lost Without You
Bioware,Mass Effect 3,1,19,The Fleets Arrive
Bioware,Mass Effect 3,1,20,We Face Our Enemy Together
Bioware,Mass Effect 3,1,21,I'm Proud Of You
Bioware,Mass Effect 3,1,22,"An End, Once and For All"
Bioware,Mass Effect 3,1,23,Credits
Bioware,Mass Effect 3,1,24,Betrayal
Bioware,Mass Effect 3,1,25,Creation
Blizzard Entertainment,Echoes of War,1,1,Journey to Kalimdor
Blizzard Entertainment,Echoes of War,2,1,No Matter the Cost
Blizzard Entertainment,Echoes of War,2,2,En Taro Adun
Blizzard Entertainment,Echoes of War,1,2,Eternity's End
Blizzard Entertainment,Echoes of War,1,3,A Tenuous Pact
Blizzard Entertainment,Echoes of War,2,3,Eradicate and Evolve
Blizzard Entertainment,Echoes of War,1,4,Anar'alah Belore
Blizzard Entertainment,Echoes of War,2,4,Victorious but Not Unscarred
Blizzard Entertainment,Echoes of War,1,5,The Betrayer and the Sun King
Blizzard Entertainment,Echoes of War,2,5,The Hyperion Overture
Blizzard Entertainment,Echoes of War,2,6,The Eternal Conflict
Blizzard Entertainment,Echoes of War,1,6,The Visions of the Lick King O
Blizzard Entertainment,Echoes of War,2,7,Legacy of Terror
Blizzard Entertainment,Echoes of War,2,8,Children of the Worldstone
Blizzard Entertainment,Echoes of War,2,9,Last Angel [BONUS TRACK]
Broken Rules,And Yet It Moves,1,1,Menu
Broken Rules,And Yet It Moves,1,2,Credits
Canadian Brass,A Christmas Experiment,1,1,The Night Before Christmas
Canadian Brass,A Christmas Experiment,1,2,Jingle Bells
Canadian Brass,A Christmas Experiment,1,3,Sleigh Runners
Canadian Brass,A Christmas Experiment,1,4,Jolly Old St. Nick
Canadian Brass,A Christmas Experiment,1,5,Rudolph the Red-Nosed Reindeer
Canadian Brass,A Christmas Experiment,1,6,O Christmas Tree
Canadian Brass,A Christmas Experiment,1,7,Sleigh Bells
Canadian Brass,A Christmas Experiment,1,8,Sweet Songs of Christmas
Canadian Brass,A Christmas Experiment,1,9,Spinner (Santa's Little Elf)
Canadian Brass,A Christmas Experiment,1,10,Frosty the Snowman
Canadian Brass,A Christmas Experiment,1,11,Angels We Have Heard on High
Canadian Brass,A Christmas Experiment,1,12,Angel Choir and the Trumpeter
Canadian Brass,A Christmas Experiment,1,13,Lo How a Rose E'er Blooming
Canadian Brass,A Christmas Experiment,1,14,Little Drummer Boy
Canadian Brass,A Christmas Experiment,1,15,Away in a Manger
Canadian Brass,A Christmas Experiment,1,16,We Three Kings
Canadian Brass,A Christmas Experiment,1,17,O Holy Night
Canadian Brass,A Christmas Experiment,1,18,O Come All Ye Faithful
Canadian Brass,A Christmas Experiment,1,19,We Wish You a Merry Christmas
Canadian Brass,A Christmas Experiment,1,20,Silent Night
Canadian Brass,All You Need Is Love,1,1,When I'm Sixty-Four
Canadian Brass,All You Need Is Love,1,2,Michelle
Canadian Brass,All You Need Is Love,1,3,I Am the Walrus
Canadian Brass,All You Need Is Love,1,4,Penny Lane (Intro)
Canadian Brass,All You Need Is Love,1,5,Penny Lane
Canadian Brass,All You Need Is Love,1,6,Yesterday
Canadian Brass,All You Need Is Love,1,7,Come Together (Intro)
Canadian Brass,All You Need Is Love,1,8,Come Together
Canadian Brass,All You Need Is Love,1,9,She's Leaving Home (Intro)
Canadian Brass,All You Need Is Love,1,10,She's Leaving Home
Canadian Brass,All You Need Is Love,1,11,With a Little Help from My Friends (Intro)
Canadian Brass,All You Need Is Love,1,12,With a Little Help from My Friends
Canadian Brass,All You Need Is Love,1,13,Eleanor Rigby
Canadian Brass,All You Need Is Love,1,14,You Never Give Me Your Money
Canadian Brass,All You Need Is Love,1,15,I Want to Hold Your Hand
Canadian Brass,All You Need Is Love,1,16,Blackbird
Canadian Brass,All You Need Is Love,1,17,All You Need Is Love
Casting Crowns,The Altar and the Door,1,1,What This World Needs
Casting Crowns,The Altar and the Door,1,2,Every Man
Casting Crowns,The Altar and the Door,1,3,Slow Fade
Casting Crowns,The Altar and the Door,1,4,East To West
Casting Crowns,The Altar and the Door,1,5,The Word Is Alive
Casting Crowns,The Altar and the Door,1,6,The Altar And The Door
